template({context: `{content} - T {toxic_rate}, IT {insult_rate}, TH {threat_rate}, RC {racist_rate}, SEX {sexual_rate}`});
hadeh - T 0, IT 1, TH 0, RC 1, SEX 0
salah - T 12, IT 6, TH 0, RC 16, SEX 10
hehehe boiiii - T 30, IT 14, TH 0, RC 12, SEX 35
nyerah gak nih? - T 3, IT 12, TH 0, RC 2, SEX 5
astaga okawokaw - T 36, IT 15, TH 0, RC 6, SEX 27
nyerah mintz - T 30, IT 14, TH 0, RC 12, SEX 35
seram - T 30, IT 14, TH 0, RC 12, SEX 35
kece amat - T 15, IT 65, TH 1, RC 1, SEX 7
hadeh dilarang dorama - T 0, IT 1, TH 0, RC 1, SEX 0
dilarang menggunakan gelang/kalung bagi siswa laki-laki - T 4, IT 3, TH 0, RC 4, SEX 6
dilarang menghina - T 30, IT 14, TH 0, RC 12, SEX 35
dilarangan santai anjing - T 30, IT 14, TH 0, RC 12, SEX 35
?warn  jangan dikasitau tolol - T 100, IT 100, TH 99, RC 99, SEX 0
kuliah terimo tura turu bijine a - T 13, IT 9, TH 0, RC 12, SEX 19
wkowkowkwokw - T 30, IT 14, TH 0, RC 12, SEX 35
loh loh loh - T 30, IT 14, TH 0, RC 12, SEX 35
budak dilarang berpendapat tanpa dampingan majikan - T 20, IT 15, TH 0, RC 12, SEX 27
koplak ngewarn momot - T 30, IT 14, TH 0, RC 12, SEX 35
koplak - T 30, IT 14, TH 0, RC 12, SEX 35
momot vs momot - T 6, IT 2, TH 0, RC 3, SEX 7
dilarang menghidupkan ponsel saat jam pelajaran - T 16, IT 9, TH 0, RC 9, SEX 15
anjir - T 12, IT 24, TH 0, RC 9, SEX 21
budak dilarang makan di meja - T 0, IT 0, TH 0, RC 1, SEX 0
dilarang rambut gondrong kalo megawati jadi presiden - T 12, IT 0, TH 0, RC 5, SEX 19
dilarang menigga - T 30, IT 14, TH 0, RC 12, SEX 35
dilarang apa yah - T 39, IT 44, TH 0, RC 2, SEX 60
dilarang memakai sepatu warna putih, sepatu harus hitam semua - T 6, IT 9, TH 0, RC 3, SEX 5
eheheh - T 30, IT 14, TH 0, RC 12, SEX 35
dilarang parkir - T 30, IT 14, TH 0, RC 12, SEX 35
aku kan hanya memberi tahu tentang rules yg saya jalani sehari hari - T 0, IT 0, TH 0, RC 0, SEX 0
oke jawaban leaked - T 30, IT 14, TH 0, RC 12, SEX 35
yang bener adalah dilarang drama - T 0, IT 2, TH 0, RC 0, SEX 0
dilarang berhenti - T 30, IT 14, TH 0, RC 12, SEX 35
 makasih mochi anjing - T 27, IT 4, TH 4, RC 15, SEX 5
oalah - T 5, IT 2, TH 0, RC 2, SEX 10
yeeey - T 30, IT 14, TH 0, RC 12, SEX 35
kulihat bayi sungguh menderita karena gizi buruk yang menimpa hidup mereka - T 19, IT 12, TH 1, RC 4, SEX 38
lupa - T 3, IT 5, TH 0, RC 4, SEX 5
astaga - T 36, IT 15, TH 0, RC 6, SEX 27
si mochi bener - T 0, IT 0, TH 0, RC 1, SEX 0
katanya duitnya buat aku - T 3, IT 1, TH 0, RC 0, SEX 0
parah kamu - T 59, IT 29, TH 34, RC 29, SEX 0
 :voss - T 27, IT 4, TH 4, RC 15, SEX 5
aku demote aja lah, kesel aku - T 0, IT 9, TH 0, RC 2, SEX 0
dilarang memutar balik di sepanjang area ini - T 7, IT 1, TH 1, RC 0, SEX 1
demot demot - T 30, IT 14, TH 0, RC 12, SEX 35
wow bucat - T 4, IT 5, TH 0, RC 5, SEX 4
aku kan hafal uud 45 - T 19, IT 7, TH 0, RC 6, SEX 14
dilarang drama - T 29, IT 9, TH 0, RC 9, SEX 48
good game - T 5, IT 1, TH 0, RC 4, SEX 12
dilarang menindas etnis tionghoa - T 30, IT 14, TH 0, RC 12, SEX 35
mod fo4 sama tes v mantep mantep memang - T 6, IT 4, TH 0, RC 3, SEX 0
> quiz 2: cara dapetin role bot supervisor? - T 9, IT 1, TH 0, RC 5, SEX 12
njir 144 - T 0, IT 0, TH 0, RC 1, SEX 1
yaa - T 30, IT 14, TH 0, RC 12, SEX 35
aku aku - T 5, IT 2, TH 0, RC 2, SEX 5
settingan apa tuh dapet 144 - T 0, IT 0, TH 0, RC 0, SEX 2
ngurusin bot - T 7, IT 5, TH 0, RC 11, SEX 12
apalagi yang bugil lore-friendly - T 5, IT 8, TH 0, RC 3, SEX 11
njir - T 0, IT 0, TH 0, RC 1, SEX 1
buset ane di mute - T 13, IT 2, TH 0, RC 2, SEX 12
ngurusin bot - T 7, IT 5, TH 0, RC 11, SEX 12
jawabannya harus jadi furry - T 73, IT 6, TH 0, RC 45, SEX 63
720p :v - T 30, IT 14, TH 0, RC 12, SEX 35
harus bisa ngatur bot + punya bot sendiri  - T 70, IT 1, TH 16, RC 6, SEX 0
 heh dimute dimana? - T 27, IT 4, TH 4, RC 15, SEX 5
salah tag - T 12, IT 6, TH 0, RC 16, SEX 10
salah tag - T 12, IT 6, TH 0, RC 16, SEX 10
demote - T 30, IT 14, TH 0, RC 12, SEX 35
di sz - T 13, IT 2, TH 0, RC 2, SEX 12
koplak salah tag - T 12, IT 6, TH 0, RC 16, SEX 10
akwkwk - T 30, IT 14, TH 0, RC 12, SEX 35
jiah - T 30, IT 11, TH 0, RC 11, SEX 33
akuh pikir fallout 4 g bisa sampe 144 - T 10, IT 1, TH 0, RC 4, SEX 8
caranya dengan membakar setidaknya 3 furry di suatu wilayah karesidenan - T 37, IT 8, TH 6, RC 1, SEX 8
ternyata bisa - T 53, IT 0, TH 0, RC 3, SEX 6
 stres - T 27, IT 4, TH 4, RC 15, SEX 5
lawak - T 0, IT 0, TH 0, RC 1, SEX 4
144 apaan - T 31, IT 12, TH 0, RC 3, SEX 86
masa ga ada tau sih? - T 0, IT 0, TH 0, RC 0, SEX 0
fps ? - T 21, IT 19, TH 0, RC 7, SEX 19
fps - T 30, IT 14, TH 0, RC 12, SEX 35
ohh - T 30, IT 14, TH 0, RC 12, SEX 35
astaga jawabannya mudah banget masa gaada yang bisa jawab - T 74, IT 0, TH 0, RC 0, SEX 19
harus bisa ngecrot sejauh 5 meter - T 76, IT 3, TH 0, RC 11, SEX 42
 salah - T 11, IT 2, TH 4, RC 19, SEX 1
144 hz kemungkinan - T 30, IT 14, TH 0, RC 12, SEX 35
 unmute bang - T 0, IT 0, TH 0, RC 2, SEX 0
hadeh ngirim doravmon aja di mute - T 0, IT 25, TH 0, RC 0, SEX 0
 yahhh ane bukan admin esjeet, kalau mau minta ke yang berwenang aja :3 - T 0, IT 0, TH 0, RC 2, SEX 0
ngarang kamu - T 2, IT 6, TH 9, RC 6, SEX 0
jadi bot commander - T 36, IT 2, TH 0, RC 42, SEX 36
hadeh - T 0, IT 1, TH 0, RC 1, SEX 0
 unmute aku di sz - T 2, IT 0, TH 2, RC 1, SEX 0
stres bangsat - T 99, IT 18, TH 2, RC 1, SEX 2
pada minta ke aku semua - T 11, IT 0, TH 0, RC 0, SEX 0
monitor kamu berapah hz  - T 32, IT 25, TH 83, RC 23, SEX 0
loh loh loh - T 30, IT 14, TH 0, RC 12, SEX 35
144 - T 30, IT 14, TH 0, RC 12, SEX 35
 unmute aku di ebbd 😭 - T 2, IT 0, TH 2, RC 1, SEX 0
jadi bot - T 36, IT 2, TH 0, RC 42, SEX 36
njingz amat - T 15, IT 65, TH 1, RC 1, SEX 7
njir - T 0, IT 0, TH 0, RC 1, SEX 1
ebbd apaan? - T 30, IT 14, TH 0, RC 12, SEX 35
harus punya kepercayaan dari admin buat ngurus bot  - T 9, IT 0, TH 1, RC 0, SEX 0
caranya dengan berputar sebanyak 105 kali di lapangan parkir 711 - T 3, IT 9, TH 0, RC 2, SEX 3
yes bener - T 1, IT 1, TH 0, RC 2, SEX 1
ngasi saran teros tentang bot ? - T 0, IT 0, TH 0, RC 1, SEX 0
parah gaada yang jawab - T 74, IT 7, TH 3, RC 3, SEX 28
supervisor = ngawasin bot - T 7, IT 5, TH 0, RC 11, SEX 12
salahhh - T 30, IT 14, TH 0, RC 12, SEX 35
nyerah? - T 30, IT 14, TH 0, RC 12, SEX 35
p ingfo cheat di gta san onglen - T 13, IT 2, TH 0, RC 2, SEX 12
caranya daftar - T 17, IT 10, TH 0, RC 13, SEX 16
salah - T 12, IT 6, TH 0, RC 16, SEX 10
mengajukan diri - T 48, IT 26, TH 0, RC 39, SEX 41
jadi furry - T 73, IT 6, TH 0, RC 45, SEX 63
orang dalem - T 50, IT 0, TH 0, RC 5, SEX 3
caranya membuka lapangan kerja baru setidaknya untuk 1000 orang - T 69, IT 1, TH 0, RC 7, SEX 3
salah - T 12, IT 6, TH 0, RC 16, SEX 10
nah tuh - T 2, IT 1, TH 0, RC 4, SEX 2
caranya harus kirim dana ke aku min 50k - T 0, IT 0, TH 0, RC 0, SEX 0
orang dalem - T 50, IT 0, TH 0, RC 5, SEX 3
salah - T 12, IT 6, TH 0, RC 16, SEX 10
stres - T 30, IT 14, TH 0, RC 12, SEX 35
hadeh clue - T 0, IT 1, TH 0, RC 1, SEX 0
nyerah kah? parah sih. - T 42, IT 5, TH 0, RC 12, SEX 11
caranya harus punya role bot supervisor - T 19, IT 4, TH 1, RC 10, SEX 0
no clue btw :3 - T 0, IT 0, TH 0, RC 0, SEX 1
caranya - T 17, IT 10, TH 0, RC 13, SEX 16
belum nyerah - T 1, IT 1, TH 0, RC 2, SEX 1
nyerah?jangan - T 30, IT 14, TH 0, RC 12, SEX 35
wah anjing - T 2, IT 22, TH 0, RC 4, SEX 72
njir - T 0, IT 0, TH 0, RC 1, SEX 1
anjir - T 12, IT 24, TH 0, RC 9, SEX 21
si myerah jangan - T 4, IT 30, TH 0, RC 6, SEX 1
knp tuch - T 30, IT 14, TH 0, RC 12, SEX 35
kronologi ada temen ane yang ngirim tugas temen aku tanpa ganti nama - T 0, IT 0, TH 0, RC 0, SEX 0
caranya yaitu mendaki mons olympus setidaknya setinggi 2000m - T 52, IT 17, TH 1, RC 8, SEX 64
member terpilih di kato - T 1, IT 0, TH 0, RC 0, SEX 1
wow - T 4, IT 5, TH 0, RC 5, SEX 4
nama file - T 5, IT 1, TH 0, RC 2, SEX 23
thx  - T 27, IT 4, TH 4, RC 15, SEX 5
salah(?) - T 30, IT 14, TH 0, RC 12, SEX 35
ancrit - T 30, IT 14, TH 0, RC 12, SEX 35
aku dapet a - T 2, IT 1, TH 0, RC 3, SEX 2
stres - T 30, IT 14, TH 0, RC 12, SEX 35
caranya mencari letak atlantis - T 17, IT 10, TH 0, RC 13, SEX 16
aku sering lupa ganti absen - T 0, IT 0, TH 0, RC 1, SEX 0
yaudah lah ane leak aja jawabannya - T 0, IT 9, TH 0, RC 4, SEX 0
bisa coding - T 80, IT 4, TH 0, RC 11, SEX 46
manajer bot kato - T 3, IT 2, TH 0, RC 6, SEX 3
> aku dapet a joki ane mana pernah jelek - T 0, IT 1, TH 0, RC 0, SEX 0
lah - T 11, IT 4, TH 0, RC 7, SEX 14
manta666 - T 30, IT 14, TH 0, RC 12, SEX 35
jawabannya adalah - T 67, IT 62, TH 0, RC 5, SEX 8
anjay joki - T 30, IT 14, TH 0, RC 12, SEX 35
saya - T 4, IT 2, TH 0, RC 4, SEX 43
testimoni kah ? - T 6, IT 2, TH 0, RC 1, SEX 12
 nyogok bang nofal atau kasih pulsa 15k ke bang nofal  - T 0, IT 0, TH 0, RC 0, SEX 0
easy kan? - T 30, IT 14, TH 0, RC 12, SEX 35
njir - T 0, IT 0, TH 0, RC 1, SEX 1
kan aku bener - T 0, IT 1, TH 0, RC 1, SEX 0
bener - T 1, IT 1, TH 0, RC 2, SEX 1
 kurang spesifik - T 4, IT 1, TH 3, RC 8, SEX 1
tadi yang jawab orang dalem - T 69, IT 0, TH 0, RC 1, SEX 2
gak - T 3, IT 12, TH 0, RC 2, SEX 5
bjir - T 30, IT 14, TH 0, RC 12, SEX 35
benrr - T 30, IT 14, TH 0, RC 12, SEX 35
yang orang dalem bener - T 0, IT 0, TH 0, RC 0, SEX 0
k.poll jawaban orang dalem bener - T 2, IT 0, TH 0, RC 1, SEX 0
edited - T 30, IT 14, TH 0, RC 12, SEX 35
anak ingfo ketika masuk sekolah 2021 cheeeck 😬🤟👌1. pas masuk sekolah teriak, "need ingfo cuy"🤓🙌2. pas manggil teman, "yo whangsaff"🙋‍😎😎3. yang lain fokus senam, kamu malah cari ingfo😅😅🤣4. orang lagi pada makan, kamu malah nungguin ingfo 🤔🤦5. pas lagi jamkos trus temenmu bawa spiker bluetooth dan kamu putar lagu "krah krah krah"🎶(yang nggk tau arti lagunya gimana tuh?🤠🤨🤨6. nulis nama dibuku, namanya "ng"😎😁😁7. pas guru ngabsen kamu ngomong "p,iyh adalah sy"🤪☝️8. ketika ditanya guru jawab, " mangsud dek"😏👈9. pas guru ngelawak, "mengokil ente"😂🙃🤸10. yang lain pergi ke sekolah naik motor, "kamu naik whangsaff???"😅🤣 - T 0, IT 0, TH 0, RC 0, SEX 0
 too many emojis. - T 27, IT 4, TH 4, RC 15, SEX 5
sat - T 30, IT 14, TH 0, RC 12, SEX 35
bismillah - T 6, IT 3, TH 0, RC 5, SEX 5
 stres - T 27, IT 4, TH 4, RC 15, SEX 5
lah lah lah - T 11, IT 4, TH 0, RC 7, SEX 14
aku bener - T 0, IT 0, TH 0, RC 0, SEX 0
hadeh brembot - T 0, IT 1, TH 0, RC 1, SEX 0
semangat bro  - T 93, IT 47, TH 15, RC 60, SEX 12
lahhh ane kan kasih pulsa doang dapet bot srv lho - T 7, IT 5, TH 0, RC 7, SEX 4
p gajih lowongan - T 30, IT 14, TH 0, RC 12, SEX 35
makanya jan pelit bang - T 0, IT 1, TH 0, RC 4, SEX 3
aku udah kasih pulsa 20k gadapetmungkin kayaknya harus 15k - T 31, IT 0, TH 0, RC 1, SEX 27
emang  - T 4, IT 0, TH 0, RC 22, SEX 1
mungkin karena anda kurang stress   - T 0, IT 0, TH 3, RC 0, SEX 0
minta saran dong allmina aku minta punya anaksedangkan kita masih mudaaku harus gimna - T 78, IT 12, TH 17, RC 0, SEX 3
crotz moncrotzzzz - T 30, IT 14, TH 0, RC 12, SEX 35
 stres - T 27, IT 4, TH 4, RC 15, SEX 5
mungkin belum jadi furry - T 1, IT 0, TH 0, RC 4, SEX 1
violet lon.... - T 30, IT 14, TH 0, RC 12, SEX 35
atau mungkin selain nyogok segitu ada tahap selanjutnya - T 0, IT 0, TH 0, RC 0, SEX 0
vilonte - T 30, IT 14, TH 0, RC 12, SEX 35
moba kok seksi - T 1, IT 1, TH 0, RC 2, SEX 1
game bokep - T 30, IT 2, TH 0, RC 2, SEX 88
baru gajian ngab - T 1, IT 7, TH 0, RC 6, SEX 7
bokep berkedok moba - T 30, IT 2, TH 0, RC 2, SEX 88
keren - T 5, IT 3, TH 0, RC 7, SEX 19
dagt - T 30, IT 14, TH 0, RC 12, SEX 35
bismillah kena ciprat - T 0, IT 0, TH 0, RC 1, SEX 0
bismillah daget - T 1, IT 1, TH 0, RC 2, SEX 1
atau ga - T 0, IT 9, TH 0, RC 2, SEX 0
playernya sangean - T 6, IT 1, TH 0, RC 1, SEX 99
njir gajian lagi  - T 0, IT 0, TH 0, RC 0, SEX 0
 moba berkedok bokep - T 29, IT 0, TH 1, RC 2, SEX 44
5 kali 14k - T 3, IT 11, TH 0, RC 5, SEX 11
70 ribu - T 30, IT 14, TH 0, RC 12, SEX 35
mayan lah - T 11, IT 4, TH 0, RC 7, SEX 14
stres - T 30, IT 14, TH 0, RC 12, SEX 35
tanggal 18 nih jgn lupa bayar listrik - T 95, IT 15, TH 9, RC 0, SEX 15
wifi juga - T 9, IT 16, TH 0, RC 2, SEX 20
maksud kamu, server?  - T 58, IT 9, TH 10, RC 4, SEX 63
ane sih udh bayar tgl 5 - T 2, IT 8, TH 0, RC 0, SEX 12
listrik ama wipi - T 19, IT 16, TH 0, RC 9, SEX 23
unmut ane di esjet bang - T 0, IT 0, TH 0, RC 0, SEX 1
tgl 18 nih - T 86, IT 5, TH 2, RC 5, SEX 11
flis - T 30, IT 14, TH 0, RC 12, SEX 35
masa servernya mati  - T 22, IT 1, TH 97, RC 85, SEX 0
semangat bro  - T 93, IT 47, TH 15, RC 60, SEX 12
rendi nangis - T 30, IT 14, TH 0, RC 12, SEX 35
 p ingfo daget - T 5, IT 1, TH 2, RC 8, SEX 1
noingfo - T 30, IT 14, TH 0, RC 12, SEX 35
hadeh - T 0, IT 1, TH 0, RC 1, SEX 0
okoklh - T 30, IT 14, TH 0, RC 12, SEX 35
okoklh - T 30, IT 14, TH 0, RC 12, SEX 35
 colbar yuk - T 88, IT 0, TH 1, RC 6, SEX 36
anjingz - T 30, IT 14, TH 0, RC 12, SEX 35
no ingfo - T 0, IT 0, TH 0, RC 0, SEX 2
 malem kek biasa? - T 16, IT 16, TH 4, RC 0, SEX 0
capek anjing coli 18x - T 89, IT 4, TH 0, RC 2, SEX 100
biasa aja aku - T 0, IT 16, TH 0, RC 6, SEX 0
lho lho lho lho - T 30, IT 14, TH 0, RC 12, SEX 35
lemah amat - T 15, IT 65, TH 1, RC 1, SEX 7
jago - T 7, IT 5, TH 0, RC 8, SEX 14
tangan aku capek - T 2, IT 1, TH 0, RC 2, SEX 2
ya maksudku ga perhari, cooldown kek 1-3 hari, stres amat - T 9, IT 74, TH 74, RC 0, SEX 0
baru login pembahasan udah coli - T 56, IT 2, TH 0, RC 1, SEX 99
astaga - T 36, IT 15, TH 0, RC 6, SEX 27
baru balik yt - T 2, IT 1, TH 1, RC 2, SEX 7
firalkan - T 30, IT 14, TH 0, RC 12, SEX 35
kenapa nih ? - T 55, IT 2, TH 12, RC 1, SEX 0
hadehh pancasila aku nilainya merah  - T 5, IT 1, TH 2, RC 3, SEX 1
keren - T 5, IT 3, TH 0, RC 7, SEX 19
 mantepppp github ada dark mode nya - T 0, IT 0, TH 0, RC 1, SEX 0
pake jawaban siapa - T 73, IT 1, TH 0, RC 2, SEX 45
merah - T 30, IT 14, TH 0, RC 12, SEX 35
rata sekelas? - T 37, IT 50, TH 0, RC 18, SEX 80
tidak logis - T 10, IT 2, TH 0, RC 7, SEX 4
pake cheat apaan tuh - T 29, IT 2, TH 0, RC 1, SEX 57
uzumymw - T 30, IT 14, TH 0, RC 12, SEX 35
dah sy duga - T 0, IT 0, TH 0, RC 1, SEX 0
stres - T 30, IT 14, TH 0, RC 12, SEX 35
dosen favorit ane - T 30, IT 14, TH 0, RC 12, SEX 35
good - T 5, IT 1, TH 0, RC 4, SEX 12
anjir - T 12, IT 24, TH 0, RC 9, SEX 21
bismillah ip semester 4 - T 2, IT 1, TH 0, RC 3, SEX 2
 sekarang mana tuh - T 0, IT 0, TH 4, RC 2, SEX 0
ntar menuju akhir 2 koma - T 29, IT 14, TH 0, RC 17, SEX 11
👉 👈 - T 30, IT 14, TH 0, RC 12, SEX 35
oh iya - T 17, IT 4, TH 0, RC 6, SEX 2
kasih ane aja filenya biar ane baca (kalau mau :3) - T 0, IT 1, TH 0, RC 0, SEX 0
ada 2 hal yang bikin mata uangnya gak bernilai - T 0, IT 0, TH 0, RC 0, SEX 0
1. orang terlalu gampang dapetin duit2. sistem pengganda duit - T 95, IT 6, TH 0, RC 27, SEX 58
3. diem dirumah biarin asset yg bekerja nggandain diri mereka  - T 85, IT 4, TH 0, RC 5, SEX 23
solusi no. 1 itu kamu kurangin pendapatan daily sama work kurang lebih sampe 10-20% dari sekarangharga barang di shop juga harus disesuain karena dengan daily bisa sampe 10k keatas, 3 hari modal gandain duit sama mantengin  sampe work juga bisa dapet 1000k - T 0, IT 0, TH 2, RC 0, SEX 0
4. juan - T 30, IT 14, TH 0, RC 12, SEX 35
dah aku suruh pake pajak gak mau - T 0, IT 0, TH 0, RC 0, SEX 0
no. 2 untuk sabung ayam, modelnya bukan menang = 2x nilai taruhan - T 0, IT 0, TH 0, RC 14, SEX 0
tapi bot kamu secara random masang duit taruhan dia juga, kalo menang nanti duit taruhan bot kamu + duit kamu yang balik - T 4, IT 37, TH 93, RC 2, SEX 0
macam orang taruhan di rl - T 10, IT 0, TH 0, RC 0, SEX 1
misal user masang 100k, bot nanti bakal masang 25k - T 53, IT 14, TH 1, RC 7, SEX 73
user menang, user dapet 125k - T 17, IT 3, TH 0, RC 9, SEX 29
kalo kalah, hangus itu 100k - T 14, IT 3, TH 0, RC 25, SEX 5
25k itu limitnya ya? - T 9, IT 17, TH 0, RC 20, SEX 1
tapi jumlah duit yang dipasang sama bot setiap taruhan ini random dan gak boleh sampe 70% dari duit yang dipasang user - T 1, IT 1, TH 0, RC 0, SEX 0
misal user pasang 100k, batas atas botnya masang itu 70k - T 4, IT 5, TH 0, RC 13, SEX 2
lah tergantung odds fik - T 11, IT 4, TH 0, RC 7, SEX 14
ane pasang 20k dapet 51k - T 30, IT 11, TH 0, RC 14, SEX 29
sekarang sistemnya kan gandain duit - T 87, IT 77, TH 1, RC 65, SEX 93
kalo gak sabung ayam mata uangnya terpisah dari uang yang bisa dibeliin di sho - T 0, IT 0, TH 0, RC 0, SEX 0
supaya gak spam and buy - T 1, IT 7, TH 0, RC 1, SEX 0
rapat ngirim tugas sama momen - T 13, IT 73, TH 0, RC 1, SEX 1
diconvert, nanti dapat sekian gitu? - T 84, IT 35, TH 1, RC 7, SEX 78
misalnya jadiin chip dulu kaya poker - T 4, IT 13, TH 0, RC 6, SEX 4
soalnya ane familiar ama sistem tatsumaki - T 0, IT 0, TH 0, RC 0, SEX 2
nahhhh bener berarti aku - T 0, IT 0, TH 0, RC 0, SEX 0
nah ada rate gitu - T 0, IT 0, TH 0, RC 0, SEX 0
nanti ada rate convert - T 8, IT 0, TH 0, RC 2, SEX 29
ama ini coek - T 25, IT 20, TH 0, RC 3, SEX 2
misal beli chip 1000, harganya $1200 - T 21, IT 2, TH 0, RC 2, SEX 26
nanti dari chip ke duit juga kena rate lagi - T 4, IT 1, TH 0, RC 0, SEX 9
meeeen - T 30, IT 14, TH 0, RC 12, SEX 35
info duit server tatsu beli apa - T 6, IT 16, TH 0, RC 1, SEX 4
nah itu - T 1, IT 3, TH 0, RC 11, SEX 1
tapi kalo misalnya ribet lagi dan mau tetep pake duit botnya langsung - T 98, IT 8, TH 0, RC 3, SEX 25
saran aku itu bot kasih limit dia masangnya berapa - T 0, IT 0, TH 0, RC 0, SEX 0
dan ada hard limit dimana bot itu gimanapun ceritanya gak akan lebih dari sekian - T 0, IT 0, TH 0, RC 0, SEX 0
ingin susu - T 0, IT 0, TH 0, RC 0, SEX 8
kece - T 30, IT 14, TH 0, RC 12, SEX 35
misal limit 70% dari user, hard limit 600k - T 9, IT 1, TH 0, RC 0, SEX 51
jadi user masang sampe 3000k juga bot kamu max masangnya 600k - T 10, IT 6, TH 3, RC 36, SEX 0
 persentasi gini ya? - T 2, IT 1, TH 2, RC 5, SEX 0
misalnya di dompet nya ada 3 juta gitu, max masang 600k - T 0, IT 0, TH 0, RC 0, SEX 0
6 juta max 1,2jt - T 9, IT 10, TH 0, RC 9, SEX 16
bukan usernya yang dilimit - T 0, IT 0, TH 0, RC 9, SEX 0
tapi botnya - T 59, IT 19, TH 0, RC 13, SEX 6
user masang 3jt, 70% dia kan bisa sampe 2,1jttapi di hard limit sampe 600k - T 9, IT 0, TH 1, RC 0, SEX 7
dan juga bot kamu gak selalu jamin dapet 70% - T 0, IT 10, TH 4, RC 0, SEX 0
melainkan range antara 0k+(10%) ~ 10k+(70%)atau dijadiin random(0-10)k + (random (10-70)%) - T 43, IT 32, TH 0, RC 18, SEX 46
intinya botnya masang jangan sama ammountnya sama user - T 5, IT 31, TH 0, RC 3, SEX 1
iya, aku lebih prefer ke nilai lebih kecil - T 33, IT 1, TH 0, RC 1, SEX 25
kalo judi beneran kan juga begitu - T 53, IT 33, TH 1, RC 7, SEX 50
ga selamanya 2 2nya masang sama - T 0, IT 8, TH 1, RC 2, SEX 0
cuman bisa juga dikasih chance botnya masang lebih gede atau sama kaya user - T 71, IT 19, TH 0, RC 4, SEX 32
 10 - 70% itu apa? random range (hoki) nya kah atau gimana? - T 0, IT 0, TH 0, RC 0, SEX 0
misal 5% chance botnya masang antara 80-150% dari user - T 5, IT 0, TH 0, RC 0, SEX 43
random range bot kamu msanangya - T 11, IT 28, TH 29, RC 27, SEX 0
95% bot kamu bakal masang antara 0 sampai 10k ditambah 10% sampai 70% dari duit yang dipasang user) - T 2, IT 10, TH 10, RC 13, SEX 0
5% lagi bot kamu bakal masangantara 80-150% dari duit yang dipasang user - T 1, IT 3, TH 3, RC 1, SEX 0
asik asik josss - T 29, IT 11, TH 0, RC 12, SEX 31
tolong infokan nomor togel hk hari ini - T 0, IT 0, TH 0, RC 0, SEX 0
hai - T 4, IT 8, TH 0, RC 3, SEX 15
7663 - T 30, IT 14, TH 0, RC 12, SEX 35
 yang terakhir ane bisa bilang ribet sih, mungkin karena pengalaman ane ngejudi well lumayan, mungkin ane coba pakai chips - T 87, IT 15, TH 5, RC 39, SEX 31
ya kalo mau random didalam random aja itu - T 0, IT 0, TH 1, RC 0, SEX 0
qiuqiu,poker > togel - T 30, IT 14, TH 0, RC 12, SEX 35
sorry ga jawab, ane lagi mikirin sistematik nya yang kamu mention terakhir - T 0, IT 28, TH 11, RC 2, SEX 0
wadadidaw - T 30, IT 14, TH 0, RC 12, SEX 35
valid - T 30, IT 14, TH 0, RC 12, SEX 35
yeah mungkin ane pake teknik ini lagi - T 32, IT 2, TH 0, RC 0, SEX 2
nanti aja, yang penting sekarang itu kalo mau model konversi duit gitu - T 0, IT 2, TH 0, RC 3, SEX 1
bisa kamu implementasiin lagi nanti itu yang random tadi - T 88, IT 30, TH 56, RC 2, SEX 0
sore... - T 30, IT 14, TH 0, RC 12, SEX 35
tapi kalo mau simpel dulu sistem konversinyanuker $ ke duit taruhan ratenya 1.2 duit bot : 1 duit taruhandan bot kamu masangnya antara 50%-80% dari yang dipasang user - T 0, IT 0, TH 0, RC 0, SEX 0
yuk - T 88, IT 1, TH 0, RC 4, SEX 84
sore - T 30, IT 14, TH 0, RC 12, SEX 35
sore - T 30, IT 14, TH 0, RC 12, SEX 35
ane jujur aja, ini ane masih ga ngeh ama yang 50-80% ini - T 0, IT 20, TH 0, RC 0, SEX 0
itu ya bot kamu masangnya berapa - T 0, IT 0, TH 24, RC 0, SEX 0
masang atau convert? belum masuk ke game nya soalnya  - T 0, IT 0, TH 0, RC 0, SEX 0
misal player masang 5000 duit taruhanbot kamu masang antara 50%-80% dari duit taruhan player tadi - T 37, IT 19, TH 2, RC 5, SEX 1
kalo convert itu maksud aku rate - T 2, IT 1, TH 0, RC 1, SEX 22
setiap 12 duit bot = 10 duit buat taruhan - T 8, IT 17, TH 0, RC 2, SEX 0
dan nanti nuker dari duit taruhan ke duit bot ada rate lagi - T 2, IT 0, TH 0, RC 0, SEX 4
misalnya usernya masang 5000, botnya ngambil sekitar ~3000 gitu? - T 30, IT 14, TH 0, RC 12, SEX 35
 nih yang paham dunia perjudian - T 26, IT 0, TH 40, RC 2, SEX 0
bukan ngambil - T 1, IT 0, TH 0, RC 30, SEX 1
njir - T 0, IT 0, TH 0, RC 1, SEX 1
tapi botnya masang juga - T 28, IT 22, TH 0, RC 3, SEX 3
kalo player menang, duit player+duit bot hadiahnya - T 29, IT 11, TH 0, RC 46, SEX 81
kalo player kalah, duit player hangus - T 65, IT 24, TH 0, RC 46, SEX 93
taruhan kan gitu - T 16, IT 11, TH 0, RC 15, SEX 4
ohhhh botnya masang dari sekian duit sih user ini? - T 0, IT 2, TH 0, RC 0, SEX 29
kamu sama lawan kamu sama-sama masang duit atas taruhan kamu, winner takes all - T 55, IT 32, TH 15, RC 19, SEX 1
 nah - T 6, IT 1, TH 2, RC 8, SEX 1
